employee_id,previous_salary,new_salary,previous_role,new_role,previous_level,new_level,effective_date,change_type,change_reason
EMP0318,34660,39790,Senior Data Engineer,Senior Data Engineer,Mid,Mid,2017-10-12,Annual Raise,Cost of living adjustment
EMP0318,39790,45914,Senior Data Engineer,Senior Data Engineer,Mid,Lead,2020-07-23,Promotion,Project completion bonus integration
EMP0082,,14822,,Brand Manager,,Junior,2022-06-04,Hire,Initial appointment
EMP0082,14822,22655,Brand Manager,Brand Manager,Junior,Mid,2024-03-13,Promotion,Cost of living adjustment
EMP0294,,19097,,DevOps Engineer,,Junior,2018-06-07,Hire,Initial appointment
EMP0294,19097,21409,DevOps Engineer,DevOps Engineer,Junior,Junior,2019-05-25,Annual Raise,Promoted following review
EMP0294,21409,24452,DevOps Engineer,DevOps Engineer,Junior,Junior,2024-02-15,Annual Raise,Market correction adjustment
EMP0294,24452,27412,DevOps Engineer,DevOps Engineer,Junior,Junior,2025-02-26,Annual Raise,Promoted following review
EMP0294,27412,28666,DevOps Engineer,DevOps Engineer,Junior,Senior,2025-03-27,Promotion,Project completion bonus integration
EMP0963,,15240,,BI Developer,,Junior,2022-08-17,Hire,Initial appointment
EMP0963,15240,17796,BI Developer,BI Developer,Junior,Junior,2023-10-26,Annual Raise,Retention adjustment
EMP0963,17796,23258,BI Developer,BI Developer,Junior,Mid,2025-03-03,Promotion,Annual performance increase
EMP0907,,12731,,Brand Manager,,Junior,2021-08-28,Hire,Initial appointment
EMP0907,12731,17349,Brand Manager,Brand Manager,Junior,Mid,2025-02-10,Promotion,Annual performance increase
EMP0181,,19401,,Compliance Analyst,,Junior,2015-05-24,Hire,Initial appointment
EMP0181,19401,32546,Compliance Analyst,Compliance Analyst,Junior,Senior,2023-08-04,Promotion,Annual performance increase
EMP0084,,15217,,Vendor Manager,,Junior,2024-06-29,Hire,Initial appointment
EMP0084,15217,16314,Vendor Manager,Vendor Manager,Junior,Junior,2025-03-02,Annual Raise,Retention adjustment
EMP0084,16314,23354,Vendor Manager,Vendor Manager,Junior,Mid,2025-03-02,Promotion,Retention adjustment
EMP0035,,10456,,Legal Analyst,,Mid,2024-06-02,Hire,Initial appointment
EMP0035,10456,12241,Legal Analyst,Legal Analyst,Mid,Mid,2025-01-15,Annual Raise,Project completion bonus integration
EMP0035,12241,13611,Legal Analyst,Legal Analyst,Mid,Mid,2025-04-14,Annual Raise,Market correction adjustment
EMP0035,13611,14571,Legal Analyst,Legal Analyst,Mid,Junior,2025-05-22,Promotion,Retention adjustment
EMP0771,,24564,,Sustainability Analyst,,Junior,2019-01-06,Hire,Initial appointment
EMP0771,24564,26571,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2019-12-30,Annual Raise,Project completion bonus integration
EMP0771,26571,31841,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2021-08-25,Annual Raise,Cost of living adjustment
EMP0771,31841,32812,Sustainability Analyst,Sustainability Analyst,Junior,Senior,2024-05-19,Promotion,Retention adjustment
EMP0281,,12898,,Account Manager,,Junior,2019-02-02,Hire,Initial appointment
EMP0281,12898,13773,Account Manager,Account Manager,Junior,Junior,2021-05-30,Annual Raise,Project completion bonus integration
EMP0281,13773,15550,Account Manager,Account Manager,Junior,Junior,2022-11-22,Annual Raise,Promoted following review
EMP0281,15550,17638,Account Manager,Account Manager,Junior,Junior,2023-05-08,Annual Raise,Promoted following review
EMP0281,17638,23196,Account Manager,Account Manager,Junior,Mid,2024-09-04,Promotion,Cost of living adjustment
EMP0545,,21031,,Legal Analyst,,Junior,2020-08-25,Hire,Initial appointment
EMP0545,21031,31791,Legal Analyst,Legal Analyst,Junior,Senior,2021-10-26,Promotion,Promoted following review
EMP0051,,25410,,Data Scientist,,Junior,2021-01-22,Hire,Initial appointment
EMP0051,25410,28570,Data Scientist,Data Scientist,Junior,Junior,2024-03-21,Annual Raise,Cost of living adjustment
EMP0051,28570,32540,Data Scientist,Data Scientist,Junior,Junior,2025-05-15,Annual Raise,Annual performance increase
EMP0051,32540,34837,Data Scientist,Data Scientist,Junior,Senior,2025-05-19,Promotion,Project completion bonus integration
EMP0776,,21589,,Legal Analyst,,Junior,2022-08-18,Hire,Initial appointment
EMP0776,21589,24285,Legal Analyst,Legal Analyst,Junior,Junior,2023-03-16,Annual Raise,Project completion bonus integration
EMP0776,24285,29001,Legal Analyst,Legal Analyst,Junior,Senior,2023-10-29,Promotion,Market correction adjustment
EMP0161,,10840,,Procurement Analyst,,Mid,2024-09-01,Hire,Initial appointment
EMP0161,10840,11711,Procurement Analyst,Procurement Analyst,Mid,Mid,2025-03-03,Annual Raise,Market correction adjustment
EMP0161,11711,13963,Procurement Analyst,Procurement Analyst,Mid,Mid,2025-03-05,Annual Raise,Promoted following review
EMP0161,13963,16594,Procurement Analyst,Procurement Analyst,Mid,Junior,2025-04-13,Promotion,Retention adjustment
EMP0118,,23462,,HR Analyst,,Junior,2015-06-20,Hire,Initial appointment
EMP0118,23462,26508,HR Analyst,HR Analyst,Junior,Junior,2016-11-14,Annual Raise,Annual performance increase
EMP0118,26508,35336,HR Analyst,HR Analyst,Junior,Senior,2020-06-09,Promotion,Retention adjustment
EMP0026,,10677,,Data Analyst,,Junior,2021-02-24,Hire,Initial appointment
EMP0026,10677,11614,Data Analyst,Data Analyst,Junior,Junior,2021-11-02,Annual Raise,Annual performance increase
EMP0026,11614,13086,Data Analyst,Data Analyst,Junior,Junior,2022-02-08,Annual Raise,Market correction adjustment
EMP0026,13086,13812,Data Analyst,Data Analyst,Junior,Junior,2022-05-24,Annual Raise,Market correction adjustment
EMP0026,13812,18100,Data Analyst,Data Analyst,Junior,Mid,2025-06-30,Promotion,Annual performance increase
EMP0818,,18050,,Data Analyst,,Junior,2018-03-18,Hire,Initial appointment
EMP0818,18050,19700,Data Analyst,Data Analyst,Junior,Junior,2020-10-02,Annual Raise,Retention adjustment
EMP0818,19700,23047,Data Analyst,Data Analyst,Junior,Junior,2022-03-03,Annual Raise,Project completion bonus integration
EMP0818,23047,32812,Data Analyst,Data Analyst,Junior,Senior,2023-12-23,Promotion,Cost of living adjustment
EMP0230,,13130,,Learning & Development,,Junior,2019-02-18,Hire,Initial appointment
EMP0230,13130,14756,Learning & Development,Learning & Development,Junior,Junior,2020-10-07,Annual Raise,Promoted following review
EMP0230,14756,19681,Learning & Development,Learning & Development,Junior,Mid,2023-06-02,Promotion,Cost of living adjustment
EMP0436,,13779,,Finance Manager,,Junior,2024-05-11,Hire,Initial appointment
EMP0436,13779,15954,Finance Manager,Finance Manager,Junior,Junior,2025-03-23,Annual Raise,Promoted following review
EMP0436,15954,18217,Finance Manager,Finance Manager,Junior,Junior,2025-05-20,Annual Raise,Project completion bonus integration
EMP0436,18217,19259,Finance Manager,Finance Manager,Junior,Mid,2025-06-10,Promotion,Retention adjustment
EMP0311,,24328,,Legal Analyst,,Junior,2019-02-24,Hire,Initial appointment
EMP0311,24328,26267,Legal Analyst,Legal Analyst,Junior,Junior,2024-06-27,Annual Raise,Market correction adjustment
EMP0311,26267,35203,Legal Analyst,Legal Analyst,Junior,Senior,2024-11-03,Promotion,Annual performance increase
EMP0863,,18307,,Brand Manager,,Junior,2020-04-03,Hire,Initial appointment
EMP0863,18307,21592,Brand Manager,Brand Manager,Junior,Junior,2022-08-17,Annual Raise,Promoted following review
EMP0863,21592,23617,Brand Manager,Brand Manager,Junior,Junior,2022-09-13,Annual Raise,Promoted following review
EMP0863,23617,31525,Brand Manager,Brand Manager,Junior,Senior,2024-06-24,Promotion,Retention adjustment
EMP0566,,7495,,DevOps Engineer,,Mid,2024-01-14,Hire,Initial appointment
EMP0566,7495,8126,DevOps Engineer,DevOps Engineer,Mid,Mid,2024-08-02,Annual Raise,Promoted following review
EMP0566,8126,9408,DevOps Engineer,DevOps Engineer,Mid,Mid,2025-02-02,Annual Raise,Market correction adjustment
EMP0566,9408,12558,DevOps Engineer,DevOps Engineer,Mid,Junior,2025-04-09,Promotion,Market correction adjustment
EMP0010,,12983,,Legal Analyst,,Junior,2023-01-06,Hire,Initial appointment
EMP0010,12983,21334,Legal Analyst,Legal Analyst,Junior,Mid,2025-01-10,Promotion,Project completion bonus integration
EMP0660,,11649,,Brand Manager,,Junior,2024-09-18,Hire,Initial appointment
EMP0660,11649,13845,Brand Manager,Brand Manager,Junior,Junior,2025-04-18,Annual Raise,Cost of living adjustment
EMP0660,13845,15255,Brand Manager,Brand Manager,Junior,Junior,2025-05-28,Annual Raise,Promoted following review
EMP0660,15255,19878,Brand Manager,Brand Manager,Junior,Mid,2025-06-15,Promotion,Annual performance increase
EMP0640,,18339,,Finance Manager,,Junior,2021-05-13,Hire,Initial appointment
EMP0640,18339,20892,Finance Manager,Finance Manager,Junior,Junior,2023-10-23,Annual Raise,Promoted following review
EMP0640,20892,23575,Finance Manager,Finance Manager,Junior,Junior,2024-05-08,Annual Raise,Retention adjustment
EMP0640,23575,26809,Finance Manager,Finance Manager,Junior,Senior,2024-08-12,Promotion,Cost of living adjustment
EMP0445,,22412,,Data Analyst,,Junior,2020-08-22,Hire,Initial appointment
EMP0445,22412,25731,Data Analyst,Data Analyst,Junior,Junior,2023-03-26,Annual Raise,Project completion bonus integration
EMP0445,25731,28014,Data Analyst,Data Analyst,Junior,Junior,2023-04-18,Annual Raise,Annual performance increase
EMP0445,28014,31425,Data Analyst,Data Analyst,Junior,Junior,2024-08-01,Annual Raise,Cost of living adjustment
EMP0445,31425,33530,Data Analyst,Data Analyst,Junior,Senior,2024-11-04,Promotion,Project completion bonus integration
EMP0528,,12502,,Sales Analyst,,Junior,2021-08-27,Hire,Initial appointment
EMP0528,12502,13848,Sales Analyst,Sales Analyst,Junior,Junior,2022-03-20,Annual Raise,Cost of living adjustment
EMP0528,13848,17909,Sales Analyst,Sales Analyst,Junior,Mid,2022-10-24,Promotion,Annual performance increase
EMP0550,,11379,,Data Analyst,,Junior,2022-09-29,Hire,Initial appointment
EMP0550,11379,17399,Data Analyst,Data Analyst,Junior,Mid,2023-09-23,Promotion,Retention adjustment
EMP0998,,8996,,BI Engineer,,Mid,2024-04-21,Hire,Initial appointment
EMP0998,8996,9768,BI Engineer,BI Engineer,Mid,Mid,2024-11-04,Annual Raise,Project completion bonus integration
EMP0998,9768,10844,BI Engineer,BI Engineer,Mid,Mid,2025-01-28,Annual Raise,Promoted following review
EMP0998,10844,12488,BI Engineer,BI Engineer,Mid,Mid,2025-03-01,Annual Raise,Retention adjustment
EMP0998,12488,12164,BI Engineer,BI Engineer,Mid,Junior,2025-06-14,Promotion,Market correction adjustment
EMP0307,,14658,,Finance Manager,,Junior,2020-08-11,Hire,Initial appointment
EMP0307,14658,15857,Finance Manager,Finance Manager,Junior,Junior,2022-11-16,Annual Raise,Cost of living adjustment
EMP0307,15857,21885,Finance Manager,Finance Manager,Junior,Mid,2024-06-17,Promotion,Promoted following review
EMP0553,,29092,,UX Designer,,Mid,2018-06-29,Hire,Initial appointment
EMP0553,29092,33197,UX Designer,UX Designer,Mid,Mid,2019-04-07,Annual Raise,Market correction adjustment
EMP0553,33197,40150,UX Designer,UX Designer,Mid,Lead,2022-01-15,Promotion,Market correction adjustment
EMP0384,,13814,,Lead Data Engineer,,Junior,2023-03-03,Hire,Initial appointment
EMP0384,13814,14905,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2024-04-16,Annual Raise,Promoted following review
EMP0384,14905,23356,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2025-06-05,Promotion,Retention adjustment
EMP0238,,27864,,Learning & Development,,Mid,2015-02-15,Hire,Initial appointment
EMP0238,27864,32676,Learning & Development,Learning & Development,Mid,Mid,2017-10-11,Annual Raise,Cost of living adjustment
EMP0238,32676,37502,Learning & Development,Learning & Development,Mid,Mid,2022-06-04,Annual Raise,Project completion bonus integration
EMP0238,37502,42417,Learning & Development,Learning & Development,Mid,Mid,2022-10-23,Annual Raise,Cost of living adjustment
EMP0238,42417,40290,Learning & Development,Learning & Development,Mid,Lead,2023-07-17,Promotion,Cost of living adjustment
EMP0381,,9631,,Procurement Analyst,,Mid,2024-04-13,Hire,Initial appointment
EMP0381,9631,10593,Procurement Analyst,Procurement Analyst,Mid,Mid,2024-11-18,Annual Raise,Market correction adjustment
EMP0381,10593,12596,Procurement Analyst,Procurement Analyst,Mid,Mid,2025-02-24,Annual Raise,Project completion bonus integration
EMP0381,12596,13724,Procurement Analyst,Procurement Analyst,Mid,Mid,2025-03-17,Annual Raise,Project completion bonus integration
EMP0381,13724,14174,Procurement Analyst,Procurement Analyst,Mid,Junior,2025-04-30,Promotion,Retention adjustment
EMP0303,,27279,,Brand Manager,,Mid,2014-04-05,Hire,Initial appointment
EMP0303,27279,29240,Brand Manager,Brand Manager,Mid,Mid,2015-02-12,Annual Raise,Retention adjustment
EMP0303,29240,31751,Brand Manager,Brand Manager,Mid,Mid,2017-09-10,Annual Raise,Project completion bonus integration
EMP0303,31751,34934,Brand Manager,Brand Manager,Mid,Mid,2018-02-07,Annual Raise,Cost of living adjustment
EMP0303,34934,40346,Brand Manager,Brand Manager,Mid,Lead,2020-06-09,Promotion,Retention adjustment
EMP0517,,20705,,BI Engineer,,Junior,2018-09-07,Hire,Initial appointment
EMP0517,20705,23767,BI Engineer,BI Engineer,Junior,Junior,2023-04-19,Annual Raise,Cost of living adjustment
EMP0517,23767,27189,BI Engineer,BI Engineer,Junior,Junior,2023-11-15,Annual Raise,Retention adjustment
EMP0517,27189,29432,BI Engineer,BI Engineer,Junior,Junior,2024-03-07,Annual Raise,Retention adjustment
EMP0517,29432,27881,BI Engineer,BI Engineer,Junior,Senior,2024-04-06,Promotion,Annual performance increase
EMP0994,,30684,,Data Scientist,,Mid,2009-01-12,Hire,Initial appointment
EMP0994,30684,36642,Data Scientist,Data Scientist,Mid,Mid,2014-03-31,Annual Raise,Project completion bonus integration
EMP0994,36642,41181,Data Scientist,Data Scientist,Mid,Lead,2020-06-10,Promotion,Annual performance increase
EMP0888,,26551,,Finance Manager,,Junior,2013-05-21,Hire,Initial appointment
EMP0888,26551,35877,Finance Manager,Finance Manager,Junior,Senior,2018-11-21,Promotion,Market correction adjustment
EMP0140,,10823,,Legal Analyst,,Junior,2023-04-06,Hire,Initial appointment
EMP0140,10823,19044,Legal Analyst,Legal Analyst,Junior,Mid,2025-04-24,Promotion,Retention adjustment
EMP0112,,20561,,Data Analyst,,Junior,2017-03-18,Hire,Initial appointment
EMP0112,20561,30724,Data Analyst,Data Analyst,Junior,Senior,2022-11-12,Promotion,Retention adjustment
EMP0211,,45854,,Content Strategist,,Mid,2009-09-20,Hire,Initial appointment
EMP0211,45854,69078,Content Strategist,Content Strategist,Mid,Director,2014-05-28,Promotion,Cost of living adjustment
EMP0664,,9513,,Sustainability Analyst,,Mid,2024-07-02,Hire,Initial appointment
EMP0664,9513,11026,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-01-20,Annual Raise,Cost of living adjustment
EMP0664,11026,12049,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-02-03,Annual Raise,Annual performance increase
EMP0664,12049,14301,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2025-06-11,Annual Raise,Retention adjustment
EMP0664,14301,13011,Sustainability Analyst,Sustainability Analyst,Mid,Junior,2025-06-26,Promotion,Annual performance increase
EMP0172,,12523,,Lead Data Engineer,,Junior,2024-07-03,Hire,Initial appointment
EMP0172,12523,13612,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2025-02-27,Annual Raise,Cost of living adjustment
EMP0172,13612,21693,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2025-03-26,Promotion,Promoted following review
EMP0950,,23313,,Data Scientist,,Junior,2016-08-20,Hire,Initial appointment
EMP0950,23313,25886,Data Scientist,Data Scientist,Junior,Junior,2018-10-16,Annual Raise,Market correction adjustment
EMP0950,25886,27779,Data Scientist,Data Scientist,Junior,Junior,2023-08-03,Annual Raise,Project completion bonus integration
EMP0950,27779,32354,Data Scientist,Data Scientist,Junior,Senior,2024-07-01,Promotion,Market correction adjustment
EMP0686,,31674,,Data Engineer,,Mid,2016-03-16,Hire,Initial appointment
EMP0686,31674,33290,Data Engineer,Data Engineer,Mid,Mid,2017-10-20,Annual Raise,Project completion bonus integration
EMP0686,33290,45106,Data Engineer,Data Engineer,Mid,Lead,2023-04-26,Promotion,Market correction adjustment
EMP0650,,13424,,Legal Analyst,,Junior,2019-08-16,Hire,Initial appointment
EMP0650,13424,19777,Legal Analyst,Legal Analyst,Junior,Mid,2024-03-08,Promotion,Cost of living adjustment
EMP0677,,13386,,Data Analyst,,Junior,2023-02-04,Hire,Initial appointment
EMP0677,13386,15004,Data Analyst,Data Analyst,Junior,Junior,2024-11-14,Annual Raise,Annual performance increase
EMP0677,15004,17884,Data Analyst,Data Analyst,Junior,Mid,2025-01-17,Promotion,Annual performance increase
EMP0154,,10818,,Data Analyst,,Mid,2024-07-06,Hire,Initial appointment
EMP0154,10818,11654,Data Analyst,Data Analyst,Mid,Mid,2025-04-17,Annual Raise,Promoted following review
EMP0154,11654,15530,Data Analyst,Data Analyst,Mid,Junior,2025-06-22,Promotion,Market correction adjustment
EMP0048,,12038,,Vendor Manager,,Junior,2024-01-21,Hire,Initial appointment
EMP0048,12038,18836,Vendor Manager,Vendor Manager,Junior,Mid,2025-01-09,Promotion,Project completion bonus integration
EMP0753,,10500,,Legal Analyst,,Mid,2024-07-20,Hire,Initial appointment
EMP0753,10500,14313,Legal Analyst,Legal Analyst,Mid,Junior,2025-02-13,Promotion,Annual performance increase
EMP0237,,12667,,Procurement Analyst,,Junior,2021-08-15,Hire,Initial appointment
EMP0237,12667,13843,Procurement Analyst,Procurement Analyst,Junior,Junior,2024-03-10,Annual Raise,Retention adjustment
EMP0237,13843,14551,Procurement Analyst,Procurement Analyst,Junior,Junior,2024-04-05,Annual Raise,Cost of living adjustment
EMP0237,14551,20372,Procurement Analyst,Procurement Analyst,Junior,Mid,2024-12-21,Promotion,Retention adjustment
EMP0400,,17810,,Legal Analyst,,Junior,2017-04-08,Hire,Initial appointment
EMP0400,17810,18751,Legal Analyst,Legal Analyst,Junior,Junior,2020-07-17,Annual Raise,Promoted following review
EMP0400,18751,19871,Legal Analyst,Legal Analyst,Junior,Junior,2020-09-13,Annual Raise,Annual performance increase
EMP0400,19871,29664,Legal Analyst,Legal Analyst,Junior,Senior,2021-08-22,Promotion,Annual performance increase
EMP0970,,12950,,Senior Data Engineer,,Junior,2023-03-05,Hire,Initial appointment
EMP0970,12950,17276,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2025-03-12,Promotion,Annual performance increase
EMP0851,,34825,,IT Manager,,Mid,2016-06-13,Hire,Initial appointment
EMP0851,34825,49929,IT Manager,IT Manager,Mid,Lead,2024-07-11,Promotion,Annual performance increase
EMP0473,,13100,,Lead Data Engineer,,Junior,2022-08-21,Hire,Initial appointment
EMP0473,13100,22449,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2023-03-28,Promotion,Cost of living adjustment
EMP0022,,8879,,Data Analyst,,Mid,2024-04-30,Hire,Initial appointment
EMP0022,8879,10081,Data Analyst,Data Analyst,Mid,Mid,2024-11-04,Annual Raise,Annual performance increase
EMP0022,10081,10825,Data Analyst,Data Analyst,Mid,Mid,2024-11-05,Annual Raise,Retention adjustment
EMP0022,10825,12561,Data Analyst,Data Analyst,Mid,Junior,2025-01-08,Promotion,Project completion bonus integration
EMP0540,,11952,,Operations Analyst,,Junior,2024-04-09,Hire,Initial appointment
EMP0540,11952,13971,Operations Analyst,Operations Analyst,Junior,Junior,2024-11-16,Annual Raise,Project completion bonus integration
EMP0540,13971,19673,Operations Analyst,Operations Analyst,Junior,Mid,2025-02-03,Promotion,Annual performance increase
EMP0584,,12671,,Marketing Analyst,,Junior,2023-02-16,Hire,Initial appointment
EMP0584,12671,20334,Marketing Analyst,Marketing Analyst,Junior,Mid,2025-02-24,Promotion,Retention adjustment
EMP0258,,19812,,Senior Data Engineer,,Junior,2020-02-23,Hire,Initial appointment
EMP0258,19812,29093,Senior Data Engineer,Senior Data Engineer,Junior,Senior,2022-09-01,Promotion,Project completion bonus integration
EMP0138,,18764,,Account Manager,,Junior,2018-03-16,Hire,Initial appointment
EMP0138,18764,20718,Account Manager,Account Manager,Junior,Junior,2019-08-16,Annual Raise,Project completion bonus integration
EMP0138,20718,23112,Account Manager,Account Manager,Junior,Junior,2021-05-02,Annual Raise,Promoted following review
EMP0138,23112,33406,Account Manager,Account Manager,Junior,Senior,2023-06-11,Promotion,Cost of living adjustment
EMP0414,,11348,,UX Designer,,Mid,2024-09-07,Hire,Initial appointment
EMP0414,11348,13346,UX Designer,UX Designer,Mid,Mid,2025-03-25,Annual Raise,Annual performance increase
EMP0414,13346,16677,UX Designer,UX Designer,Mid,Junior,2025-05-19,Promotion,Cost of living adjustment
EMP0709,,12146,,Operations Analyst,,Junior,2024-03-10,Hire,Initial appointment
EMP0709,12146,13019,Operations Analyst,Operations Analyst,Junior,Junior,2024-10-02,Annual Raise,Project completion bonus integration
EMP0709,13019,19052,Operations Analyst,Operations Analyst,Junior,Mid,2024-10-25,Promotion,Retention adjustment
EMP0974,,16045,,Lead Data Engineer,,Junior,2013-01-15,Hire,Initial appointment
EMP0974,16045,26774,Lead Data Engineer,Lead Data Engineer,Junior,Senior,2017-05-21,Promotion,Project completion bonus integration
EMP0361,,18149,,Content Strategist,,Junior,2020-07-30,Hire,Initial appointment
EMP0361,18149,19306,Content Strategist,Content Strategist,Junior,Junior,2022-06-28,Annual Raise,Promoted following review
EMP0361,19306,28452,Content Strategist,Content Strategist,Junior,Senior,2024-10-13,Promotion,Project completion bonus integration
EMP0768,,18200,,ML Engineer,,Junior,2017-02-16,Hire,Initial appointment
EMP0768,18200,21622,ML Engineer,ML Engineer,Junior,Junior,2024-07-25,Annual Raise,Project completion bonus integration
EMP0768,21622,26080,ML Engineer,ML Engineer,Junior,Senior,2024-08-28,Promotion,Promoted following review
EMP0139,,11486,,Lead Data Engineer,,Junior,2019-08-20,Hire,Initial appointment
EMP0139,11486,17265,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2021-12-02,Promotion,Promoted following review
EMP0622,,10047,,Content Strategist,,Mid,2024-05-30,Hire,Initial appointment
EMP0622,10047,12028,Content Strategist,Content Strategist,Mid,Mid,2025-03-19,Annual Raise,Annual performance increase
EMP0622,12028,14074,Content Strategist,Content Strategist,Mid,Mid,2025-03-30,Annual Raise,Cost of living adjustment
EMP0622,14074,16794,Content Strategist,Content Strategist,Mid,Junior,2025-06-20,Promotion,Market correction adjustment
EMP0028,,40619,,Sales Analyst,,Mid,2007-08-11,Hire,Initial appointment
EMP0028,40619,47557,Sales Analyst,Sales Analyst,Mid,Mid,2010-12-14,Annual Raise,Retention adjustment
EMP0028,47557,64478,Sales Analyst,Sales Analyst,Mid,Director,2018-01-20,Promotion,Retention adjustment
EMP0680,,12451,,Senior Data Engineer,,Junior,2021-04-11,Hire,Initial appointment
EMP0680,12451,13888,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2023-11-15,Annual Raise,Promoted following review
EMP0680,13888,15541,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2025-03-10,Annual Raise,Annual performance increase
EMP0680,15541,17447,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2025-03-11,Promotion,Annual performance increase
EMP0856,,11823,,Data Analyst,,Junior,2024-02-09,Hire,Initial appointment
EMP0856,11823,13866,Data Analyst,Data Analyst,Junior,Junior,2024-10-31,Annual Raise,Annual performance increase
EMP0856,13866,15090,Data Analyst,Data Analyst,Junior,Junior,2024-12-18,Annual Raise,Annual performance increase
EMP0856,15090,17974,Data Analyst,Data Analyst,Junior,Junior,2025-02-15,Annual Raise,Project completion bonus integration
EMP0856,17974,20389,Data Analyst,Data Analyst,Junior,Mid,2025-04-24,Promotion,Cost of living adjustment
EMP0278,,13359,,BI Specialist,,Junior,2020-04-13,Hire,Initial appointment
EMP0278,13359,15025,BI Specialist,BI Specialist,Junior,Junior,2022-01-07,Annual Raise,Promoted following review
EMP0278,15025,17425,BI Specialist,BI Specialist,Junior,Junior,2022-04-20,Annual Raise,Retention adjustment
EMP0278,17425,22120,BI Specialist,BI Specialist,Junior,Mid,2022-12-13,Promotion,Market correction adjustment
EMP0944,,11566,,Lead Data Engineer,,Junior,2023-05-05,Hire,Initial appointment
EMP0944,11566,19400,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2024-01-01,Promotion,Annual performance increase
EMP0980,,21604,,Learning & Development,,Junior,2018-05-30,Hire,Initial appointment
EMP0980,21604,34237,Learning & Development,Learning & Development,Junior,Senior,2023-12-29,Promotion,Market correction adjustment
EMP0927,,18391,,Vendor Manager,,Junior,2015-06-06,Hire,Initial appointment
EMP0927,18391,20829,Vendor Manager,Vendor Manager,Junior,Junior,2016-08-23,Annual Raise,Cost of living adjustment
EMP0927,20829,28609,Vendor Manager,Vendor Manager,Junior,Senior,2019-05-28,Promotion,Project completion bonus integration
EMP0053,,18189,,Sustainability Analyst,,Junior,2017-05-07,Hire,Initial appointment
EMP0053,18189,19458,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2019-07-01,Annual Raise,Market correction adjustment
EMP0053,19458,22249,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2019-11-06,Annual Raise,Promoted following review
EMP0053,22249,32136,Sustainability Analyst,Sustainability Analyst,Junior,Senior,2020-04-27,Promotion,Cost of living adjustment
EMP0990,,18511,,Marketing Analyst,,Junior,2015-01-08,Hire,Initial appointment
EMP0990,18511,22035,Marketing Analyst,Marketing Analyst,Junior,Junior,2020-09-09,Annual Raise,Project completion bonus integration
EMP0990,22035,31266,Marketing Analyst,Marketing Analyst,Junior,Senior,2023-10-13,Promotion,Market correction adjustment
EMP0794,,8196,,Data Engineer,,Mid,2024-08-17,Hire,Initial appointment
EMP0794,8196,9824,Data Engineer,Data Engineer,Mid,Mid,2025-06-04,Annual Raise,Cost of living adjustment
EMP0794,9824,14068,Data Engineer,Data Engineer,Mid,Junior,2025-06-06,Promotion,Cost of living adjustment
EMP0357,,12023,,Operations Analyst,,Mid,2024-08-28,Hire,Initial appointment
EMP0357,12023,13024,Operations Analyst,Operations Analyst,Mid,Mid,2025-04-11,Annual Raise,Project completion bonus integration
EMP0357,13024,14060,Operations Analyst,Operations Analyst,Mid,Mid,2025-04-24,Annual Raise,Promoted following review
EMP0357,14060,16242,Operations Analyst,Operations Analyst,Mid,Junior,2025-06-30,Promotion,Cost of living adjustment
EMP0378,,19728,,Compliance Analyst,,Junior,2015-08-26,Hire,Initial appointment
EMP0378,19728,23081,Compliance Analyst,Compliance Analyst,Junior,Junior,2017-12-13,Annual Raise,Project completion bonus integration
EMP0378,23081,30565,Compliance Analyst,Compliance Analyst,Junior,Senior,2021-08-03,Promotion,Cost of living adjustment
EMP0738,,13516,,Brand Manager,,Junior,2021-08-08,Hire,Initial appointment
EMP0738,13516,15783,Brand Manager,Brand Manager,Junior,Junior,2022-05-22,Annual Raise,Annual performance increase
EMP0738,15783,18706,Brand Manager,Brand Manager,Junior,Junior,2024-02-10,Annual Raise,Promoted following review
EMP0738,18706,22304,Brand Manager,Brand Manager,Junior,Junior,2024-11-18,Annual Raise,Market correction adjustment
EMP0738,22304,20980,Brand Manager,Brand Manager,Junior,Mid,2025-01-13,Promotion,Annual performance increase
EMP0403,,17172,,UX Designer,,Junior,2019-01-30,Hire,Initial appointment
EMP0403,17172,19144,UX Designer,UX Designer,Junior,Junior,2022-07-30,Annual Raise,Retention adjustment
EMP0403,19144,22061,UX Designer,UX Designer,Junior,Junior,2023-01-31,Annual Raise,Retention adjustment
EMP0403,22061,30410,UX Designer,UX Designer,Junior,Senior,2024-03-30,Promotion,Market correction adjustment
